index,filename,widthPx,contactAngleDeg,tiltDeg,noiseSigma,blurSigma,xCenter,yBase,contactLeftX,contactLeftY,contactRightX,contactRightY
43,43.png,558,104,0.304417381677898,0.0232135272712514,0.7227042237626,1158,583,879.003937919316,582.017656088822,1436.99606208068,584.982343911178
44,44.png,531,101,0.74411666884269,0.0155624705392419,0.88600553215373,319,628,53.5223905739891,625.051972527605,584.477609426011,631.948027472395
45,45.png,550,103,-0.331210050692326,0.0258003610389085,0.651863519244958,1350,624,1075.0045947643,626.089685268906,1624.9954052357,622.910314731094
46,46.png,595,112,1.01712579065119,0.0269610639641198,0.557059155884164,80,608,-217.453124098022,603.218999685022,377.453124098022,613.781000314978
47,47.png,560,110,1.20031735855435,0.00931691015144553,0.78103048452149,1010,600,730.061441111072,594.634571866418,1289.93855888893,606.365428133582
48,48.png,576,107,0.194150305455565,0.000277535079286112,0.135914544971321,864,697,576.00165345724,696.524095990317,1151.99834654276,698.475904009683
49,49.png,532,103,-0.733194594047321,0.0249302049499022,0.0293442706862633,981,657,715.021779051308,660.90381858636,1246.97822094869,654.09618141364
50,50.png,581,99,0.90047811094727,0.0166623518456631,1.07716708594477,776,667,485.535876350444,662.934600510863,1066.46412364956,672.065399489137
51,51.png,534,96,0.413704094342704,0.0214409383217031,0.348501304877607,605,695,338.006960072318,693.572143632165,871.993039927682,697.427856367835
52,52.png,564,95,-1.48597124973365,0.00259231303348838,0.322458189895156,404,686,122.094835364593,693.812875760205,685.905164635407,679.187124239795
53,53.png,594,107,-0.294919035341366,0.0283818076447182,0.425392126179845,1017,692,720.003934466386,694.02874378283,1313.99606553361,690.97125621717
54,54.png,563,92,0.50677080630743,0.0259731427501551,0.0510939482645454,536,630,254.511010916881,628.010215880135,817.488989083119,632.989784119865
55,55.png,582,99,0.721822933660045,0.0227902484298269,1.1545416397245,1212,688,921.023092626801,684.834024614236,1502.9769073732,692.165975385764
56,56.png,566,97,0.302755336171499,0.0269343566632486,1.40772436891069,1276,672,993.00395087944,671.004613042223,1558.99604912056,673.995386957777
57,57.png,567,106,0.722306125648772,0.00182843111253055,0.293840696527446,36,626,-247.477472414484,622.926117867752,319.477472414485,630.073882132248
58,58.png,576,98,1.83683706641601,0.00857872468193135,0.554704969490769,1243,627,955.147986227778,618.268631343258,1530.85201377222,636.731368656742
59,59.png,574,96,-0.32671540897576,0.0187505280998799,0.502483951444623,349,660,62.004665999575,662.136539637318,635.995334000425,658.863460362682
60,60.png,545,112,-1.20693745083415,0.0106487470309415,0.300278108258614,580,585,307.560456738423,591.239796810285,852.439543261577,579.760203189715
61,61.png,578,95,0.715627351368391,0.0122513107176717,0.752093519746747,378,634,89.02254191451,630.890468389268,666.97745808549,638.109531610732
62,62.png,544,111,1.12918235488094,0.0271041037470671,0.985983328220645,478,647,206.052821137905,642.139784617391,749.947178862095,652.860215382609
63,63.png,571,109,-0.660849885825596,0.0121611019132165,1.26091362645299,292,683,6.51899029346228,686.792885806662,577.481009706538,680.207114193338
64,64.png,552,113,-1.12389630305296,0.0212369024587784,0.494636103900228,1223,616,947.053097293105,621.913583514754,1498.9469027069,611.086416485246
65,65.png,542,104,-1.05232668675576,0.0221637357808176,0.695414371025812,1198,579,927.045707028746,584.477059417731,1468.95429297125,574.522940582269
66,66.png,567,95,-1.15612533751185,0.0265884108200323,0.26435901347781,361,668,77.5577129010602,674.220129729489,644.44228709894,662.779870270511
67,67.png,572,93,-0.0110871480090751,0.00675139005609623,0.891120230105327,1292,698,1006.00000535464,698.555343069555,1577.99999464536,698.444656930445
68,68.png,529,114,-1.26143885211298,0.0215429071549447,0.721541017617968,365,599,100.564101070074,605.322830679506,629.435898929926,593.677169320494
69,69.png,536,109,0.133992758404013,0.0268834025487942,0.944486249892113,1141,579,873.000732861641,578.873251802755,1408.99926713836,580.126748197245
70,70.png,552,90,0.821902987140481,0.0017331682709175,1.33205832872497,1276,580,1000.02839667507,576.540939724453,1551.97160332493,584.459060275547
71,71.png,541,115,-1.85696703557139,0.0198752524777272,0.773319768338591,456,597,185.642056915741,606.265421338906,726.357943084259,588.734578661094
72,72.png,554,113,-1.45746428377648,0.00190347681225858,1.24917206544384,1114,625,837.089614220601,632.545441611737,1390.9103857794,618.454558388263
73,73.png,577,98,-1.4120130697672,0.0159380599750808,1.4953357744612,874,670,585.587604418206,677.609154293623,1162.41239558179,663.390845706377
74,74.png,560,92,-0.562694387513735,0.0264464771386156,0.836627683883806,1006,616,726.013502819027,619.249799325206,1285.98649718097,613.750200674794
75,75.png,555,98,-1.87765615781655,0.0178404450446109,1.11509992600635,136,558,-141.35100181074,567.592403124516,413.35100181074,549.407596875484
76,76.png,569,108,1.71641943051454,0.0272808147980913,0.740546637103938,1394,668,1109.6276501635,659.97845973638,1678.3723498365,677.02154026362
77,77.png,593,104,0.12150369083168,0.00721138629390333,0.172631353605865,69,653,-227.499333303439,652.871230871877,365.499333303438,654.128769128123
78,78.png,542,92,0.750642345727017,0.00350280835332467,0.589833657641636,409,682,138.023257013204,678.949681666705,679.976742986796,686.050318333295
79,79.png,534,94,1.8603470711418,0.0253588306029792,0.522637809200611,918,664,651.140729710996,655.832251686833,1184.859270289,673.167748313167
80,80.png,576,113,1.51185959095985,0.0104094517167876,1.46757612148673,1191,557,903.100257055854,549.901446670945,1478.89974294415,565.098553329055
81,81.png,544,111,-1.80369830288017,0.0218470425045649,0.396350800266401,1073,655,801.134767623584,664.061274725015,1344.86523237642,646.938725274985
82,82.png,563,99,1.97115657891081,0.0117664368153483,0.451701511116392,448,640,166.666572211178,630.817417256153,729.333427788823,650.182582743847
83,83.png,549,98,1.26300627580351,0.0268935147533512,0.647089050542123,1082,578,807.566689969569,572.449516900151,1356.43331003043,584.550483099849
84,84.png,574,95,1.33243032930085,0.0212899044081961,0.602511335409429,450,683,163.077602566219,676.826331529712,736.922397433781,690.173668470288
85,85.png,582,108,-0.866852868133191,0.0222539367157541,1.13916662428314,1318,596,1027.0333042935,600.902498113989,1608.9666957065,592.097501886011
86,86.png,561,93,-1.9807169441866,0.00342431421715932,0.749806126964164,971,654,690.667594277907,664.194962715954,1251.33240572209,644.805037284046
87,87.png,582,99,0.00182295518183695,0.0261492705079646,0.0937067048425342,1146,624,855.000000147289,624.49074137812,1436.99999985271,624.50925862188
88,88.png,530,114,0.849968285666599,0.024728767756591,1.30660317791955,840,553,575.029158695576,549.56893673089,1104.97084130442,557.43106326911
89,89.png,591,96,-1.81380484548798,0.00881793812452097,0.163567681851766,1016,614,720.648056360929,623.853041677599,1311.35194363907,605.146958322401
90,90.png,593,101,1.0745723358396,0.0133739465319399,0.00721051367929754,211,641,-85.447855558691,635.939520285667,507.447855558691,647.060479714333
91,91.png,555,93,-0.7005645967828,0.0171166431678094,0.825289746524878,449,629,171.520743340149,632.892952032743,726.479256659851,626.107047967257
92,92.png,577,111,-1.03563572654511,0.00962505085765557,0.144733105043474,478,692,189.547127324056,697.714426621936,766.452872675944,687.285573378064
93,93.png,547,90,-1.7555378662851,0.000606814392383973,1.29093093840626,705,557,431.628371464678,565.878705863424,978.371628535322,549.121294136576
94,94.png,555,115,-0.874348027124222,0.0229677757220708,0.330098869861179,29,662,-248.467689180901,666.734555538798,306.467689180901,658.265444461202
95,95.png,538,107,0.0493270161015729,0.0205021199314967,0.726493338035371,863,639,594.000099688872,639.268412860337,1131.99990031113,639.731587139663
96,96.png,536,91,-0.73991990620157,0.0126295828067012,0.226948131589304,1393,594,1125.02234718996,597.960866137197,1660.97765281004,591.039133862803
97,97.png,573,115,-1.39648700075943,0.022722887769806,0.870676337933123,1138,661,851.585094533327,668.482257981241,1424.41490546667,654.517742018759
98,98.png,544,108,1.47364591125937,0.0128289094714475,0.175191218667297,738,659,466.089961355221,652.50493858536,1009.91003864478,666.49506141464
99,99.png,528,95,0.184246733769549,0.00133703758295324,0.661831314647405,1279,655,1015.00136498503,654.651053458088,1542.99863501497,656.348946541912
100,100.png,533,109,1.07216360262201,0.0286356025143717,1.25970436884021,1235,588,968.546658567343,583.513333841928,1501.45334143266,593.486666158072
101,101.png,573,98,1.45555703982299,0.0207767005504765,0.44873278767954,238,683,-48.4075547785999,676.222461560165,524.4075547786,690.777538439835
102,102.png,529,102,-1.32827820931494,0.0275986057269832,0.619602414550796,140,669,-124.428926277697,675.631308801916,404.428926277697,663.368691198084
103,103.png,545,91,-0.0971267795231885,0.0197620349895189,1.31790570830149,75,581,-197.499608466326,581.961936899521,347.499608466326,581.038063100479
104,104.png,573,114,-1.41307533576864,0.00866460618315865,0.263647164781324,713,663,426.587128048053,670.565180835433,999.412871951947,656.434819164567
105,105.png,580,97,0.990302416781355,0.0210042611692957,0.281561475496106,944,565,654.043315926045,560.487878609164,1233.95668407396,570.512121390836
106,106.png,573,100,0.563494511050834,0.00591740416967062,1.26959688613644,1003,580,716.513855597068,577.682365328441,1289.48614440293,583.317634671559
107,107.png,573,101,-0.73413294095074,0.0270665524817611,0.561477777689547,150,578,-136.476482408238,582.170834646554,436.476482408238,574.829165353446
108,108.png,582,92,1.91191578018396,0.0145199622325388,0.724284255168437,1121,568,830.161999973852,558.791357417716,1411.83800002615,578.208642582284
109,109.png,544,112,0.274660436132937,0.0189730455218134,1.07228987745945,1006,627,734.003125251862,626.196110723422,1277.99687474814,628.803889276578
110,110.png,573,107,-1.83462647595968,0.0276994272178194,0.299254079594643,84,677,-202.353138631089,686.672240518245,370.353138631089,668.327759481755
111,111.png,567,111,-1.98567750262282,0.00381094094534245,0.0616738877412048,777,583,493.670236140431,593.323182339791,1060.32976385957,573.676817660209
112,112.png,545,112,-1.64707525341175,0.00153504676778653,1.16301674646521,725,591,452.612586993614,599.332447617992,997.387413006386,583.667552382008
113,113.png,592,97,-0.213789961406199,0.0205559469581079,1.04280183489216,578,567,282.002060585144,568.604473702423,873.997939414856,566.395526297577
114,114.png,591,114,-0.147076136116741,0.0139582993135033,1.42404492913424,383,612,87.5009735682673,613.258536682148,678.499026431733,611.741463317852
115,115.png,551,108,-0.550801955836105,0.022232223552042,0.606411689944385,766,616,490.512730162443,619.148425466048,1041.48726983756,613.851574533952
116,116.png,599,112,1.33526763865329,0.0268136937790133,0.856446082356474,404,693,104.581327712567,686.520839188645,703.418672287433,700.479160811355
117,117.png,545,112,-1.2224665151897,0.0234863173086136,0.30790175098301,1272,658,999.562022421066,664.313636787773,1544.43797757893,652.686363212227
118,118.png,533,92,-1.60919759182172,0.0233538709379413,0.4210477118016,89,666,-177.394897716313,673.983880725623,355.394897716313,659.016119274377
119,119.png,553,97,0.201234435808687,0.0041250951912697,1.1808884385257,815,636,538.501705391247,635.528877736206,1091.49829460875,637.471122263794
120,120.png,571,93,0.800318358558449,0.0236922774429564,1.15655050922691,1138,692,852.527851548706,688.512211314226,1423.47214845129,696.487788685774
121,121.png,571,97,1.48960282297943,0.00600068307427216,0.1759018670538,510,629,224.596482236698,622.078271876958,795.403517763302,636.921728123042
122,122.png,590,92,-0.697307587360019,0.000604415557197236,0.900935385055745,785,666,490.021846917894,670.090153794696,1079.97815308211,662.909846205304
123,123.png,567,97,-0.424599606283509,0.0118012408437918,0.736387743646542,757,591,473.507784576475,593.600903201358,1040.49221542353,589.399096798642
124,124.png,543,110,0.453719685243274,0.00263139711133872,1.44816485061004,744,653,472.508512704306,651.350040471965,1015.49148729569,655.649959528035
125,125.png,543,100,0.634670034233537,0.0248695163265235,1.27985521913797,176,616,-95.4833434090656,613.492633804247,447.483343409066,619.507366195753
126,126.png,583,100,1.88564774644444,0.0011999952312758,1.21188475172965,193,615,-98.3421497653817,605.908244681715,484.342149765382,625.091755318285
127,127.png,600,114,0.914068570774433,0.0260953738476369,0.464130112656968,1269,651,969.038176344054,646.714151172532,1568.96182365595,656.285848827468
128,128.png,568,111,-1.91739014612466,0.00540320904392007,0.485134123366008,686,680,402.159009668145,690.002221184097,969.840990331856,670.997778815903
129,129.png,591,107,-0.605047514449625,0.0137278127738803,0.3513537160449,1269,686,973.516476203647,689.620443059941,1564.48352379635,683.379556940059
130,130.png,566,97,0.193672297069027,0.0225563980249314,0.0444885341453872,687,562,404.001616760792,561.543399772857,969.998383239208,563.456600227143
131,131.png,553,109,1.92173860765546,0.00901809490680593,0.484664422176742,293,686,16.6555133908403,677.227744572112,569.34448660916,695.772255427888
132,132.png,580,109,-0.900261061094771,0.02454028801921,0.673495153131081,1127,589,837.035797338175,594.056443206308,1416.96420266182,584.943556793692
133,133.png,586,104,0.335759113698598,0.00484799205587503,0.347344468295117,994,594,701.005030912184,592.782999933139,1286.99496908782,596.217000066861
134,134.png,586,90,0.62153176864833,0.0206590872259639,0.760478561126939,1280,576,987.017239106981,573.32166403535,1572.98276089302,579.67833596465
135,135.png,528,92,0.270736571949059,0.00671943779154712,0.727183493702321,462,638,198.002947282121,637.25254007149,725.997052717879,639.74745992851
136,136.png,564,104,-1.22332376689066,0.00375047910294661,0.499315001991974,1003,662,721.064274717441,668.520532318434,1284.93572528256,656.479467681566
137,137.png,582,96,1.41987475012749,0.00424928687907918,1.08554744466668,1116,561,825.089350209434,554.289324689701,1406.91064979057,568.710675310299
138,138.png,550,95,-1.59102674055396,0.0260926991333144,1.34292466502331,1184,615,909.106019190546,623.13539879323,1458.89398080945,607.86460120677
139,139.png,590,115,1.62822209725967,0.003659729434852,1.08982684544747,824,607,529.119109065449,599.117866521839,1118.88089093455,615.88213347816
140,140.png,576,115,-1.99345469742479,0.0262059559475355,0.0280843092475682,691,570,403.174295493389,580.518174747592,978.825704506611,560.481825252408
141,141.png,563,99,-0.893697299669478,0.00456770778225136,0.753891037395837,756,684,474.534243269586,688.890647808144,1037.46575673041,680.109352191856
142,142.png,545,103,0.3299365485891,0.0187021956198475,0.33715228535966,1261,675,988.504518048619,673.930823118836,1533.49548195138,677.069176881164
143,143.png,538,114,-0.941247622275041,0.0294533093807075,0.603317789382286,55,575,-213.963702640183,579.918898288378,323.963702640183,571.081101711622
144,144.png,559,108,1.6872938574705,0.00208848758896465,1.1675459296358,843,580,563.621187162307,572.270240744636,1122.37881283769,588.729759255364
145,145.png,574,93,1.9647773472271,0.0245736533152207,0.131760406716732,654,627,367.168729399994,617.660172461579,940.831270600006,637.339827538421
146,146.png,555,91,0.899325441652199,0.0029478411736079,0.986572670418147,311,669,33.534183188494,665.144486124026,588.465816811506,673.855513875974
147,147.png,551,91,1.51918360411151,0.0233033149073458,0.551542515377293,381,623,105.596837022653,616.196040657778,656.403162977347,630.803959342222
148,148.png,541,111,-0.290432693767756,0.00477562661076205,1.48652844651157,577,596,306.503475218255,597.871160457062,847.496524781745,595.128839542938
149,149.png,546,114,-0.630613808832245,0.0041234593637374,0.69297988013791,81,550,-191.983464780846,553.504655761402,353.983464780846,547.495344238598
150,150.png,560,98,-1.65736019523114,0.0108963765894717,1.24929152551993,37,581,-242.88286510393,589.598260382031,316.88286510393,573.401739617969
151,151.png,552,97,-1.78213519425537,0.00493241765591163,0.900915139220283,891,672,615.133499642067,681.083354837525,1166.86650035793,663.916645162475
152,152.png,557,95,0.892932048158259,0.0297393850905292,0.915928753633889,487,664,208.533820340042,660.15986341364,765.466179659958,668.84013658636
153,153.png,577,106,0.408374801269973,0.0199442931811382,1.22693829996208,1301,660,1012.50732801907,658.443738026783,1589.49267198093,662.556261973217
154,154.png,565,101,1.83272634921746,0.0118778805225455,0.616400612522881,1380,659,1097.64451116726,650.465182568407,1662.35548883274,668.534817431593
155,155.png,592,112,-1.98184930163689,0.0200760091995938,0.950729624136574,1140,636,844.177057531457,646.736537952512,1435.82294246854,626.263462047488
156,156.png,598,105,-1.0884020416041,0.0210778913905394,0.78014838549507,509,557,210.053946287616,563.17952196863,807.946053712384,551.82047803137
157,157.png,575,96,0.84818642550738,0.0264666031441559,1.36085411657968,312,573,24.5315019394669,569.244107282687,599.468498060533,577.755892717313
158,158.png,587,96,0.958960549018295,0.0161894422675956,0.68999002212379,1093,698,799.541107795639,693.587914273014,1386.45889220436,703.412085726986
159,159.png,592,92,0.270715944634604,0.0172135443561244,0.154021717766141,1278,633,982.003304024917,632.101439370546,1573.99669597508,634.898560629454
160,160.png,583,106,-1.91364057308106,0.020437454994048,0.168269314915532,289,640,-2.33742877917616,650.234094325538,580.337428779176,630.765905674462
161,161.png,555,103,-1.2040857075981,0.026282905192266,0.0790557009908502,1298,576,1020.56127545519,582.331305424283,1575.43872454481,570.668694575717
162,162.png,543,114,-0.324372757212394,0.0136600658445727,0.290119859251429,1248,599,976.504350930622,601.037054454795,1519.49564906938,597.962945545205
163,163.png,574,105,0.104859425542808,0.00723740358010166,0.986115957492564,962,663,675.000480641718,662.97474947393,1248.99951935828,664.02525052607
164,164.png,551,101,0.498710261848745,0.027760863929425,1.05951291478947,764,654,488.510436147538,652.102040788497,1039.48956385246,656.897959211503
165,165.png,583,101,-1.29479178376571,0.0177862893113143,0.0161318152354357,792,600,500.574429428776,607.086867027389,1083.42557057122,593.913132972611
166,166.png,536,115,1.13970714486225,0.0215787949436693,1.08539471208542,1345,641,1077.05301902723,636.169391443868,1612.94698097277,646.830608556132
167,167.png,551,97,-0.505080798366187,0.0214195980594322,0.4397443665939,382,673,106.510704471909,675.928590009945,657.48929552809,671.071409990055
168,168.png,538,110,-1.09466955953701,0.0210332287273179,0.552068128493576,731,617,462.049094166562,622.639090520045,999.950905833438,612.360909479955
169,169.png,592,101,-1.01510719046771,0.00873034750097464,0.867052869703367,158,630,-137.953545381416,635.743946621576,453.953545381416,625.256053378424
170,170.png,595,95,0.376393678602418,0.0291833137385634,0.542652060725159,868,679,570.5064194052,677.545644636886,1165.4935805948,681.454355363114
171,171.png,566,97,-1.56510351189623,0.0229225555626656,1.30205118776462,222,621,-60.8944227606581,629.229525917806,504.894422760658,613.770474082194
172,172.png,595,91,0.886595957716582,0.00274866673546853,0.437575955838421,269,612,-28.4643832295306,607.896663180374,566.464383229531,617.103336819626
173,173.png,567,101,1.26493625767925,0.00964443048761529,0.807879038995368,331,637,47.5690871766959,631.241593162105,614.430912823304,643.758406837895
174,174.png,565,114,-0.986305263140925,0.0173410142938591,1.2278105726496,367,574,84.5418557538533,579.362792307201,649.458144246147,569.637207692799
175,175.png,570,96,-0.899252899883559,0.0201485952387108,0.148021619280393,597,623,312.035101395157,627.97286967524,881.964898604843,619.02713032476
176,176.png,560,108,0.536078663324412,0.00402902866823823,0.334526034611919,918,683,638.01225565838,680.880263659888,1197.98774434162,686.119736340112
177,177.png,596,99,0.873644429383131,0.020042818148393,0.860018617864223,1296,626,998.03464192469,621.956280482631,1593.96535807531,631.043719517369
178,178.png,568,113,0.809668392598748,0.0115574967671444,0.754861246089223,1058,638,774.0283563432,634.486821851052,1341.9716436568,642.513178148948
179,179.png,528,99,1.45404754690479,0.00444266334729117,0.170399952062593,37,586,-226.914991456774,579.800948994749,300.914991456774,593.199051005251
180,180.png,539,107,0.639411619449172,0.0152725860565518,1.27212548371928,307,669,37.5167818583025,666.492486077461,576.483218141698,672.507513922539
181,181.png,543,100,-1.0216085280519,0.00539314227596029,0.560822792213714,519,699,247.543157083365,704.340705912708,790.456842916635,694.659294087292
182,182.png,532,99,1.45461595483169,0.0248332686708021,0.641672348001803,1313,582,1047.08571952244,575.74756058151,1578.91428047756,589.25243941849
183,183.png,596,112,-1.86933444867875,0.00913783635606839,0.341626995178033,554,688,256.158590255188,698.220835417966,851.841409744812,678.779164582034
184,184.png,594,104,-0.681001292384095,0.00144803919722969,0.888443887967058,724,699,427.020978380019,703.029974169706,1020.97902161998,695.970025830294
185,185.png,535,107,0.369290690568686,0.027214724044766,0.244554474814492,41,585,-226.49444372488,583.775883902698,308.49444372488,587.224116097302
186,186.png,533,94,1.00051165324554,0.0225806786510912,1.18182421345139,1374,628,1107.54063078563,623.846554193115,1640.45936921437,633.153445806885
187,187.png,556,112,-1.29736187796204,0.028286775307912,0.25863902586827,1189,559,911.071264500299,565.794281812661,1466.9287354997,553.205718187339
188,188.png,564,90,0.235484770341399,0.0285492328402466,0.936479311928822,816,632,534.002381764876,631.340987611233,1097.99761823512,633.659012388767
189,189.png,597,95,1.78610019267308,0.010036587635914,1.15391143603983,487,638,188.645025890079,629.196268282655,785.354974109921,647.803731717345
190,190.png,547,107,0.72636339314191,0.027745019855612,1.29930286411842,443,597,169.521977796667,594.032815010197,716.478022203333,600.967184989803
191,191.png,558,94,0.308862812741363,0.0266277445760146,1.27520016136594,1058,627,779.00405377029,625.996009511804,1336.99594622971,629.003990488196
192,192.png,569,112,-1.0921654326419,0.0121355189958787,1.33692049800027,971,611,686.551685737037,616.922777236661,1255.44831426296,606.077222763339
193,193.png,569,102,0.0371998270410119,0.0244356057376112,0.259120977535598,1021,648,736.500059963757,648.315285695743,1305.49994003624,648.684714304257
194,194.png,532,104,-0.551956195520293,0.00143949319074744,0.653658971605968,787,616,521.012342758809,619.062458847086,1052.98765724119,613.937541152914
195,195.png,594,100,-1.44643958730724,0.0290755160380447,0.847678790393692,978,667,681.09463651136,674.997008181856,1274.90536348864,660.002991818144
196,196.png,571,106,1.35617589653731,0.00886546541464798,0.883874430970559,919,663,633.579972858297,656.742921753479,1204.4200271417,670.257078246521
197,197.png,584,108,0.736792318089735,0.00906110730273762,0.238930028369325,669,644,377.024143030585,640.745143547896,960.975856969415,648.254856452104
198,198.png,552,95,-0.58352075975677,0.0143174473876456,1.38790495561847,392,602,116.014313396127,605.310834358085,667.985686603873,599.689165641915
199,199.png,536,99,-1.96437110611839,0.0015350331437258,1.1079534802018,531,615,263.157494019622,624.686511315578,798.842505980378,606.313488684422
200,200.png,539,104,-0.439388003054764,0.00692621341511623,1.41462948039446,849,654,579.507924607669,656.566712542671,1118.49207539233,652.433287457329
201,201.png,584,113,-1.17475293956256,0.00167197542647928,0.230981651012189,1113,624,821.061374145347,630.486546090792,1404.93862585465,618.513453909208
